STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/23/1971,,,0.16,",,0,0700",0,",,0,",0,",,0,",67,",,0",57,",,0",61,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/24/1971,,,0.93,",,0,0700",0,",,0,",0,",,0,",64,",,0",59,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/25/1971,,,0.94,",,0,0700",0,",,0,",0,",,0,",72,",,0",59,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/26/1971,,,0.02,",,0,0700",0,",,0,",0,",,0,",63,",,0",57,",,0",59,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/27/1971,,,0,",,0,0700",0,",,0,",0,",,0,",63,",,0",48,",,0",48,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/28/1971,,,0,",,0,0700",0,",,0,",0,",,0,",71,",,0",48,",,0",53,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/29/1971,,,0,",,0,0700",0,",,0,",0,",,0,",70,",,0",52,",,0",52,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/30/1971,,,0,",,0,0700",0,",,0,",0,",,0,",74,",,0",50,",,0",52,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,10/31/1971,,,0.02,",,0,0700",0,",,0,",0,",,0,",74,",,0",52,",,0",60,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/1/1971,,,0.2,",,0,0700",0,",,0,",0,",,0,",68,",,0",60,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/2/1971,,,0.11,",,0,0700",0,",,0,",0,",,0,",77,",,0",63,",,0",63,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/3/1971,,,0.47,",,0,0700",0,",,0,",0,",,0,",77,",,0",55,",,0",55,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/4/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",60,",,0",33,",,0",37,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/5/1971,,,0,",,0,0700",0,",,0,",0,",,0,",50,",,0",27,",,0",29,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/6/1971,,,0,",,0,0700",0,",,0,",0,",,0,",57,",,0",28,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/7/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",67,",,0",32,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/8/1971,,,0,",,0,0700",0,",,0,",0,",,0,",38,",,0",19,",,0",19,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/9/1971,,,0,",,0,0700",0,",,0,",0,",,0,",42,",,0",19,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/10/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",46,",,0",25,",,0",40,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/11/1971,,,0,",,0,0700",0,",,0,",0,",,0,",50,",,0",28,",,0",31,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/12/1971,,,0,",,0,0700",0,",,0,",0,",,0,",56,",,0",30,",,0",33,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/13/1971,,,0,",,0,0700",0,",,0,",0,",,0,",63,",,0",33,",,0",38,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/14/1971,,,0,",,0,0700",0,",,0,",0,",,0,",69,",,0",37,",,0",40,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/15/1971,,,0,",,0,0700",0,",,0,",0,",,0,",58,",,0",39,",,0",44,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/16/1971,,,0,",,0,0700",0,",,0,",0,",,0,",70,",,0",43,",,0",52,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/17/1971,,,0,",,0,0700",0,",,0,",0,",,0,",70,",,0",33,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/18/1971,,,0,",,0,0700",0,",,0,",0,",,0,",64,",,0",33,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/19/1971,,,0,",,0,0700",0,",,0,",0,",,0,",66,",,0",34,",,0",47,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/20/1971,,,0.01,",,0,0700",0,",,0,",0,",,0,",63,",,0",30,",,0",31,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/21/1971,,,0.14,",,0,0700",0,",,0,",0,",,0,",51,",,0",30,",,0",41,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/22/1971,,,0.05,",,0,0700",0,",,0,",0,",,0,",41,",,0",24,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/23/1971,,,0,",,0,0700",0,",,0,",0,",,0,",31,",,0",14,",,0",14,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/24/1971,,,0.03,",,0,0700",0,",,0,",0,",,0,",35,",,0",14,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/25/1971,,,0.64,",,0,0700",,,,,35,",,0",28,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/26/1971,,,0,",,0,0700",0,",,0,",,,33,",,0",12,",,0",13,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/27/1971,,,0.1,",,0,0700",,,,,35,",,0",13,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/28/1971,,,0.02,",,0,0700",0,",,0,",0,",,0,",42,",,0",33,",,0",37,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/29/1971,,,0.04,",,0,0700",0,",,0,",0,",,0,",42,",,0",31,",,0",38,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,11/30/1971,,,0.09,",,0,0700",0,",,0,",0,",,0,",47,",,0",34,",,0",39,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/1/1971,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",40,",,0",31,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/2/1971,,,0,",,0,0700",0,",,0,",0,",,0,",38,",,0",19,",,0",19,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/3/1971,,,0,",,0,0700",0,",,0,",0,",,0,",37,",,0",18,",,0",26,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/4/1971,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",31,",,0",22,",,0",24,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/5/1971,,,0,",,0,0700",0,",,0,",0,",,0,",48,",,0",23,",,0",35,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/6/1971,,,0.02,",,0,0700",0,",,0,",0,",,0,",45,",,0",35,",,0",40,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/7/1971,,,0.8,",,0,0700",0,",,0,",0,",,0,",53,",,0",40,",,0",49,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/8/1971,,,0,",,0,0700",0,",,0,",0,",,0,",70,",,0",47,",,0",50,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/9/1971,,,0,",,0,0700",0,",,0,",0,",,0,",53,",,0",42,",,0",44,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/10/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",59,",,0",42,",,0",43,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/11/1971,,,0.02,",,0,0700",0,",,0,",0,",,0,",71,",,0",43,",,0",49,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/12/1971,,,0,",,0,0700",0,",,0,",0,",,0,",58,",,0",33,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/13/1971,,,0.02,",,0,0700",0,",,0,",0,",,0,",59,",,0",33,",,0",50,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/14/1971,,,0,",,0,0700",0,",,0,",0,",,0,",58,",,0",35,",,0",38,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/15/1971,,,0,",,0,0700",0,",,0,",0,",,0,",62,",,0",36,",,0",43,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/16/1971,,,0.33,",,0,0700",0,",,0,",0,",,0,",72,",,0",42,",,0",47,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/17/1971,,,0.04,",,0,0700",0,",,0,",0,",,0,",65,",,0",42,",,0",45,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/18/1971,,,0,"T,,0,0700",0,"T,,0,",0,"T,,0,",49,",,0",17,",,0",19,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/19/1971,,,0,",,0,0700",0,",,0,",0,"T,,0,",31,",,0",16,",,0",17,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/20/1971,,,0.26,",,0,0700",0,",,0,",0,",,0,",41,",,0",13,",,0",,
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/21/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",48,",,0",38,",,0",41,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/22/1971,,,0,",,0,0700",0,",,0,",0,",,0,",59,",,0",29,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/23/1971,,,0,",,0,0700",0,",,0,",0,",,0,",46,",,0",21,",,0",21,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/24/1971,,,0,",,0,0700",0,",,0,",0,",,0,",44,",,0",21,",,0",39,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/25/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",57,",,0",33,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/26/1971,,,0,",,0,0700",0,",,0,",0,",,0,",53,",,0",33,",,0",45,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/27/1971,,,0,",,0,0700",0,",,0,",0,",,0,",60,",,0",42,",,0",45,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/28/1971,,,0,",,0,0700",0,",,0,",0,",,0,",61,",,0",46,",,0",57,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/29/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",61,",,0",29,",,0",29,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/30/1971,,,0,",,0,0700",0,",,0,",0,",,0,",51,",,0",29,",,0",41,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,12/31/1971,,,0,"T,,0,0700",0,",,0,",0,",,0,",65,",,0",36,",,0",37,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/1/1972,,,0,",,0,0700",0,",,0,",0,",,0,",46,",,0",23,",,0",23,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/2/1972,,,0.41,",,0,0700",0,",,0,",0,",,0,",46,",,0",23,",,0",38,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/3/1972,,,0,"T,,0,0700",0,",,0,",0,",,0,",47,",,0",29,",,0",29,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/4/1972,,,0.12,",,0,0700",0,",,0,",0,",,0,",47,",,0",28,",,0",36,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/5/1972,,,0.72,",,0,0700",0,",,0,",0,",,0,",45,",,0",35,",,0",40,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/6/1972,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",40,",,0",22,",,0",22,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/7/1972,,,0,",,0,0700",0,",,0,",0,",,0,",37,",,0",19,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/8/1972,,,0,",,0,0700",0,",,0,",0,",,0,",43,",,0",24,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/9/1972,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",46,",,0",23,",,0",33,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/10/1972,,,0.43,",,0,0700",0,",,0,",0,",,0,",44,",,0",32,",,0",39,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/11/1972,,,0,",,0,0700",0,",,0,",0,",,0,",50,",,0",39,",,0",42,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/12/1972,,,0.01,",,0,0700",0,",,0,",0,",,0,",60,",,0",29,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/13/1972,,,0,",,0,0700",0,",,0,",0,",,0,",59,",,0",29,",,0",35,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/14/1972,,,0.3,",,0,0700",0,",,0,",0,",,0,",58,",,0",30,",,0",31,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/15/1972,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",33,",,0",19,",,0",19,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/16/1972,,,0,",,0,0700",0,",,0,",0,",,0,",22,",,0",-6,",,0",-6,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/17/1972,,,0,",,0,0700",0,",,0,",0,",,0,",15,",,0",-7,",,0",7,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/18/1972,,,0,",,0,0700",0,",,0,",0,",,0,",42,",,0",7,",,0",16,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/19/1972,,,0,"T,,0,0700",0,",,0,",0,",,0,",48,",,0",16,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/20/1972,,,0.2,",,0,0700",0,",,0,",0,",,0,",44,",,0",34,",,0",40,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/21/1972,,,0.71,",,0,0700",0,",,0,",0,",,0,",51,",,0",39,",,0",43,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/22/1972,,,0,",,0,0700",0,",,0,",0,",,0,",54,",,0",42,",,0",46,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/23/1972,,,0.08,",,0,0700",0,",,0,",0,",,0,",53,",,0",42,",,0",42,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/24/1972,,,0.03,",,0,0700",0,",,0,",0,",,0,",52,",,0",42,",,0",48,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/25/1972,,,0.18,",,0,0700",0,",,0,",0,",,0,",70,",,0",40,",,0",42,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/26/1972,,,0,",,0,0700",0,",,0,",0,",,0,",43,",,0",20,",,0",20,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/27/1972,,,0,",,0,0700",0,",,0,",0,",,0,",47,",,0",19,",,0",28,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/28/1972,,,0.64,",,0,0700",0,"T,,0,",0,",,0,",46,",,0",27,",,0",45,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/29/1972,,,0,",,0,0700",0,",,0,",0,",,0,",46,",,0",25,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/30/1972,,,0,",,0,0700",0,",,0,",0,",,0,",41,",,0",23,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,1/31/1972,,,0,",,0,0700",0,",,0,",0,",,0,",39,",,0",22,",,0",22,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/1/1972,,,0,",,0,0700",0,",,0,",0,",,0,",39,",,0",18,",,0",18,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/2/1972,,,0.04,",,0,0700",0,"T,,0,",0,"T,,0,",40,",,0",18,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/3/1972,,,0.02,",,0,0700",0,"T,,0,",0,",,0,",37,",,0",32,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/4/1972,,,0.48,",,0,0700",1,",,0,",1,",,0,",37,",,0",16,",,0",16,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/5/1972,,,0,"T,,0,0700",0,"T,,0,",0,"T,,0,",22,",,0",12,",,0",13,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/6/1972,,,0,",,0,0700",0,",,0,",0,",,0,",32,",,0",12,",,0",20,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/7/1972,,,0.15,",,0,0700",0,"T,,0,",0,"T,,0,",36,",,0",19,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/8/1972,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",35,",,0",7,",,0",7,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/9/1972,,,0,"T,,0,0700",0,"T,,0,",0,"T,,0,",30,",,0",7,",,0",23,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/10/1972,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",38,",,0",20,",,0",20,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/11/1972,,,0,",,0,0700",0,",,0,",0,",,0,",41,",,0",19,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/12/1972,,,0,",,0,0700",0,",,0,",0,",,0,",52,",,0",25,",,0",27,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/13/1972,,,0.63,",,0,0700",0,",,0,",0,",,0,",51,",,0",25,",,0",35,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/14/1972,,,0,"T,,0,0700",0,"T,,0,",0,",,0,",42,",,0",32,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/15/1972,,,0,"T,,0,0700",0,"T,,0,",0,"T,,0,",49,",,0",27,",,0",29,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/16/1972,,,0,"T,,0,0700",0,",,0,",0,",,0,",46,",,0",27,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/17/1972,,,0.1,",,0,0700",2,",,0,",1,",,0,",45,",,0",28,",,0",33,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/18/1972,,,0.23,",,0,0700",3,",,0,",2,",,0,",37,",,0",32,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/19/1972,,,0.16,",,0,0700",2,",,0,",2,",,0,",37,",,0",24,",,0",24,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/20/1972,,,0.03,",,0,0700",1,",,0,",3,",,0,",27,",,0",15,",,0",16,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/21/1972,,,0,"T,,0,0700",0,"T,,0,",1,",,0,",29,",,0",12,",,0",12,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/22/1972,,,0.05,",,0,0700",0,",,0,",0,"T,,0,",47,",,0",12,",,0",36,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/23/1972,,,0,",,0,0700",0,",,0,",0,",,0,",39,",,0",23,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/24/1972,,,0.58,",,0,0700",0,"T,,0,",0,",,0,",39,",,0",24,",,0",39,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/25/1972,,,0.69,",,0,0700",0,",,0,",0,",,0,",49,",,0",36,",,0",38,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/26/1972,,,1.33,",,0,0700",0,",,0,",0,",,0,",62,",,0",38,",,0",47,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/27/1972,,,0.02,",,0,0700",0,",,0,",0,",,0,",49,",,0",25,",,0",25,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/28/1972,,,0,",,0,0700",0,",,0,",0,",,0,",53,",,0",25,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,2/29/1972,,,0,",,0,0700",0,",,0,",0,",,0,",65,",,0",32,",,0",36,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/1/1972,,,0,",,0,0700",0,",,0,",0,",,0,",72,",,0",35,",,0",36,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/2/1972,,,0,"T,,0,0700",0,",,0,",0,",,0,",71,",,0",36,",,0",48,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/3/1972,,,0.55,",,0,0700",0,"T,,0,",0,",,0,",71,",,0",32,",,0",32,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/4/1972,,,0,",,0,0700",0,",,0,",0,",,0,",33,",,0",21,",,0",23,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/5/1972,,,0.04,",,0,0700",0,",,0,",0,",,0,",49,",,0",23,",,0",34,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/6/1972,,,0,",,0,0700",0,",,0,",0,",,0,",39,",,0",21,",,0",22,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/7/1972,,,0,",,0,0700",0,",,0,",0,",,0,",45,",,0",22,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/8/1972,,,0.06,",,0,0700",0,",,0,",0,",,0,",64,",,0",30,",,0",38,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/9/1972,,,0,",,0,0700",0,",,0,",0,",,0,",39,",,0",22,",,0",22,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/10/1972,,,0,",,0,0700",0,",,0,",0,",,0,",41,",,0",21,",,0",27,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/11/1972,,,0,",,0,0700",0,",,0,",0,",,0,",42,",,0",21,",,0",23,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/12/1972,,,0,",,0,0700",0,",,0,",0,",,0,",59,",,0",23,",,0",30,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/13/1972,,,0,",,0,0700",0,",,0,",0,",,0,",73,",,0",30,",,0",39,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/14/1972,,,0.05,",,0,0700",0,",,0,",0,",,0,",75,",,0",39,",,0",47,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/15/1972,,,0,",,0,0700",0,",,0,",0,",,0,",54,",,0",31,",,0",36,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/16/1972,,,0,"T,,0,0700",0,",,0,",0,",,0,",61,",,0",35,",,0",43,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/17/1972,,,0.14,",,0,0700",0,",,0,",0,",,0,",64,",,0",41,",,0",44,",,0,0700"
USC00460939,"BLUESTONE LAKE, WV US",37.64199,-80.88278,424.6,3/18/1972,,,0.01,",,0,0700",0,"T,,0,",0,",,0,",45,",,0",35,",,0",38,",,0,0700"
